delivery_id,order_id,distance_km,traffic_level,estimated_time_min,actual_time_min,delivery_status
DEL0010329,ORD0010329,102.2,SEVERE,175.2,385.45,SEVERELY_DELAYED
DEL0010330,ORD0010330,51.96,HIGH,89.07,150.42,SEVERELY_DELAYED
DEL0010331,ORD0010331,35.74,HIGH,61.27,103.18,SEVERELY_DELAYED
DEL0010332,ORD0010332,125.95,SEVERE,215.91,539.35,SEVERELY_DELAYED
DEL0010333,ORD0010333,84.58,SEVERE,144.99,338.62,SEVERELY_DELAYED
DEL0010334,ORD0010334,64.52,MEDIUM,110.61,150.93,DELAYED
DEL0010335,ORD0010335,90.46,MEDIUM,155.07,230.55,DELAYED
DEL0010336,ORD0010336,81.37,SEVERE,139.49,347.63,SEVERELY_DELAYED
DEL0010337,ORD0010337,36.89,MEDIUM,63.24,92.91,DELAYED
DEL0010338,ORD0010338,57.69,HIGH,98.9,177.17,SEVERELY_DELAYED
DEL0010339,ORD0010339,53.32,HIGH,91.41,144.89,SEVERELY_DELAYED
DEL0010340,ORD0010340,112.78,MEDIUM,193.34,213.4,ON_TIME
DEL0010341,ORD0010341,57.08,LOW,97.85,92.77,ON_TIME
DEL0010342,ORD0010342,127.55,HIGH,218.66,317.59,DELAYED
DEL0010343,ORD0010343,18.59,HIGH,31.87,59.93,SEVERELY_DELAYED
DEL0010344,ORD0010344,28.26,HIGH,48.45,73.83,SEVERELY_DELAYED
DEL0010345,ORD0010345,111.4,MEDIUM,190.97,280.27,DELAYED
DEL0010346,ORD0010346,37.27,LOW,63.89,58.66,ON_TIME
DEL0010347,ORD0010347,53.69,HIGH,92.04,148.98,SEVERELY_DELAYED
DEL0010348,ORD0010348,100.42,LOW,172.15,172.59,ON_TIME
DEL0010349,ORD0010349,38.64,MEDIUM,66.24,86.81,DELAYED
DEL0010350,ORD0010350,37.34,LOW,64.01,76.38,DELAYED
DEL0010351,ORD0010351,49.82,LOW,85.41,75.06,ON_TIME
DEL0010352,ORD0010352,32.92,MEDIUM,56.43,65.69,DELAYED
DEL0010353,ORD0010353,65.66,MEDIUM,112.56,130.9,DELAYED
DEL0010354,ORD0010354,36.04,HIGH,61.78,104.92,SEVERELY_DELAYED
DEL0010355,ORD0010355,43.09,LOW,73.87,68.58,ON_TIME
DEL0010356,ORD0010356,75.98,MEDIUM,130.25,174.45,DELAYED
DEL0010357,ORD0010357,88.26,LOW,151.3,177.96,DELAYED
DEL0010358,ORD0010358,68.87,MEDIUM,118.06,162.71,DELAYED
DEL0010359,ORD0010359,64.27,LOW,110.18,124.37,ON_TIME
DEL0010360,ORD0010360,29.43,HIGH,50.45,84.56,SEVERELY_DELAYED
DEL0010361,ORD0010361,38.47,SEVERE,65.95,162.07,SEVERELY_DELAYED
DEL0010362,ORD0010362,53.4,HIGH,91.54,167.65,SEVERELY_DELAYED
DEL0010363,ORD0010363,72.74,HIGH,124.7,198.85,SEVERELY_DELAYED
DEL0010364,ORD0010364,25.12,MEDIUM,43.06,62.74,DELAYED
DEL0010365,ORD0010365,20.6,LOW,35.31,36.65,ON_TIME
DEL0010366,ORD0010366,7.02,HIGH,12.03,20.32,SEVERELY_DELAYED
DEL0010367,ORD0010367,80.27,HIGH,137.61,227.1,SEVERELY_DELAYED
DEL0010368,ORD0010368,47.6,LOW,81.6,85.77,ON_TIME
DEL0010369,ORD0010369,30.05,MEDIUM,51.51,58.45,ON_TIME
DEL0010370,ORD0010370,51.03,MEDIUM,87.48,93.55,ON_TIME
DEL0010371,ORD0010371,85.21,SEVERE,146.07,301.59,SEVERELY_DELAYED
DEL0010372,ORD0010372,39.73,MEDIUM,68.11,83.73,DELAYED
DEL0010373,ORD0010373,14.13,LOW,24.22,27.88,DELAYED
DEL0010374,ORD0010374,59.94,MEDIUM,102.75,117.1,ON_TIME
DEL0010375,ORD0010375,49.23,SEVERE,84.39,195.32,SEVERELY_DELAYED
DEL0010376,ORD0010376,67.72,MEDIUM,116.09,149.25,DELAYED
DEL0010377,ORD0010377,38.57,MEDIUM,66.12,81.79,DELAYED
DEL0010378,ORD0010378,68.78,SEVERE,117.91,274.4,SEVERELY_DELAYED
DEL0010379,ORD0010379,12.43,MEDIUM,21.31,28.03,DELAYED
DEL0010380,ORD0010380,63.55,LOW,108.94,98.77,ON_TIME
DEL0010381,ORD0010381,90.45,LOW,155.06,182.9,DELAYED
DEL0010382,ORD0010382,80.11,MEDIUM,137.33,183.05,DELAYED
DEL0010383,ORD0010383,24.02,MEDIUM,41.18,51.51,DELAYED
DEL0010384,ORD0010384,167.22,MEDIUM,286.66,383.36,DELAYED
DEL0010385,ORD0010385,11.91,HIGH,20.42,38.53,SEVERELY_DELAYED
DEL0010386,ORD0010386,70.53,HIGH,120.91,203.16,SEVERELY_DELAYED
DEL0010387,ORD0010387,54.2,MEDIUM,92.91,107.34,DELAYED
DEL0010388,ORD0010388,52.51,MEDIUM,90.02,107.84,DELAYED
DEL0010389,ORD0010389,85.45,MEDIUM,146.49,204.18,DELAYED
DEL0010390,ORD0010390,40.88,LOW,70.08,67.78,ON_TIME
DEL0010391,ORD0010391,144.1,MEDIUM,247.03,361.88,DELAYED
DEL0010392,ORD0010392,83.17,MEDIUM,142.58,170.8,DELAYED
DEL0010393,ORD0010393,139.04,MEDIUM,238.35,278.25,DELAYED
DEL0010394,ORD0010394,77.3,MEDIUM,132.51,195.49,DELAYED
DEL0010395,ORD0010395,127.88,MEDIUM,219.22,312.16,DELAYED
DEL0010396,ORD0010396,55.38,MEDIUM,94.94,140.45,DELAYED
DEL0010397,ORD0010397,18.22,HIGH,31.23,57.11,SEVERELY_DELAYED
DEL0010398,ORD0010398,31.35,MEDIUM,53.74,57.2,ON_TIME
DEL0010399,ORD0010399,49.77,LOW,85.32,90.8,ON_TIME
DEL0010400,ORD0010400,58.94,SEVERE,101.04,191.01,SEVERELY_DELAYED
DEL0010401,ORD0010401,39.7,MEDIUM,68.06,78.23,ON_TIME
DEL0010402,ORD0010402,87.92,LOW,150.72,166.49,ON_TIME
DEL0010403,ORD0010403,42.03,MEDIUM,72.05,93.11,DELAYED
DEL0010404,ORD0010404,83.66,MEDIUM,143.42,167.96,DELAYED
DEL0010405,ORD0010405,51.73,LOW,88.68,98.0,ON_TIME
DEL0010406,ORD0010406,46.84,LOW,80.3,88.86,ON_TIME
DEL0010407,ORD0010407,5.47,MEDIUM,9.38,13.22,DELAYED
DEL0010408,ORD0010408,39.41,SEVERE,67.56,160.66,SEVERELY_DELAYED
DEL0010409,ORD0010409,134.08,SEVERE,229.85,585.47,SEVERELY_DELAYED
DEL0010410,ORD0010410,38.08,LOW,65.28,60.52,ON_TIME
DEL0010411,ORD0010411,26.27,HIGH,45.03,68.74,SEVERELY_DELAYED
DEL0010412,ORD0010412,18.25,HIGH,31.29,53.45,SEVERELY_DELAYED
DEL0010413,ORD0010413,173.91,LOW,298.13,289.66,ON_TIME
DEL0010414,ORD0010414,29.63,HIGH,50.79,73.54,DELAYED
DEL0010415,ORD0010415,113.4,LOW,194.4,196.52,ON_TIME
DEL0010416,ORD0010416,54.0,LOW,92.57,103.37,ON_TIME
DEL0010417,ORD0010417,34.57,LOW,59.26,67.44,ON_TIME
DEL0010418,ORD0010418,107.34,HIGH,184.01,312.42,SEVERELY_DELAYED
DEL0010419,ORD0010419,76.1,MEDIUM,130.46,147.6,ON_TIME
DEL0010420,ORD0010420,46.49,SEVERE,79.7,170.82,SEVERELY_DELAYED
DEL0010421,ORD0010421,107.74,MEDIUM,184.7,251.73,DELAYED
DEL0010422,ORD0010422,25.64,HIGH,43.95,67.32,SEVERELY_DELAYED
DEL0010423,ORD0010423,29.08,MEDIUM,49.85,60.33,DELAYED
DEL0010424,ORD0010424,68.99,MEDIUM,118.27,137.89,DELAYED
DEL0010425,ORD0010425,23.11,MEDIUM,39.62,54.24,DELAYED
DEL0010426,ORD0010426,25.83,LOW,44.28,38.67,ON_TIME
DEL0010427,ORD0010427,45.42,HIGH,77.86,140.65,SEVERELY_DELAYED
DEL0010428,ORD0010428,106.51,HIGH,182.59,269.35,DELAYED
DEL0010429,ORD0010429,133.62,LOW,229.06,270.85,DELAYED
DEL0010430,ORD0010430,77.4,MEDIUM,132.69,192.63,DELAYED
DEL0010431,ORD0010431,35.54,MEDIUM,60.93,86.58,DELAYED
DEL0010432,ORD0010432,38.41,MEDIUM,65.85,93.12,DELAYED
DEL0010433,ORD0010433,67.79,HIGH,116.21,218.7,SEVERELY_DELAYED
DEL0010434,ORD0010434,43.7,HIGH,74.91,139.91,SEVERELY_DELAYED
DEL0010435,ORD0010435,22.76,LOW,39.02,36.52,ON_TIME
DEL0010436,ORD0010436,76.34,MEDIUM,130.87,147.79,ON_TIME
DEL0010437,ORD0010437,49.44,HIGH,84.75,118.48,DELAYED
DEL0010438,ORD0010438,65.82,MEDIUM,112.83,137.69,DELAYED
DEL0010439,ORD0010439,135.72,LOW,232.66,270.42,DELAYED
DEL0010440,ORD0010440,59.21,MEDIUM,101.5,133.98,DELAYED
DEL0010441,ORD0010441,33.11,MEDIUM,56.76,68.34,DELAYED
DEL0010442,ORD0010442,9.23,MEDIUM,15.82,22.63,DELAYED
DEL0010443,ORD0010443,26.26,SEVERE,45.02,113.77,SEVERELY_DELAYED
DEL0010444,ORD0010444,82.02,LOW,140.61,154.99,ON_TIME
DEL0010445,ORD0010445,21.7,MEDIUM,37.2,51.5,DELAYED
DEL0010446,ORD0010446,78.06,HIGH,133.82,226.04,SEVERELY_DELAYED
DEL0010447,ORD0010447,94.46,MEDIUM,161.93,228.08,DELAYED
DEL0010448,ORD0010448,109.12,LOW,187.06,200.37,ON_TIME
DEL0010449,ORD0010449,60.64,HIGH,103.95,149.28,DELAYED
DEL0010450,ORD0010450,45.95,MEDIUM,78.77,99.96,DELAYED
DEL0010451,ORD0010451,48.7,MEDIUM,83.49,89.69,ON_TIME
DEL0010452,ORD0010452,80.16,LOW,137.42,150.86,ON_TIME
DEL0010453,ORD0010453,87.57,MEDIUM,150.12,182.22,DELAYED
DEL0010454,ORD0010454,14.13,HIGH,24.22,42.51,SEVERELY_DELAYED
DEL0010455,ORD0010455,85.4,HIGH,146.4,266.8,SEVERELY_DELAYED
DEL0010456,ORD0010456,105.39,HIGH,180.67,324.32,SEVERELY_DELAYED
DEL0010457,ORD0010457,16.35,LOW,28.03,33.35,DELAYED
DEL0010458,ORD0010458,33.19,MEDIUM,56.9,61.97,ON_TIME
DEL0010459,ORD0010459,72.45,LOW,124.2,119.13,ON_TIME
DEL0010460,ORD0010460,51.95,LOW,89.06,99.49,ON_TIME
DEL0010461,ORD0010461,71.75,HIGH,123.0,201.81,SEVERELY_DELAYED
DEL0010462,ORD0010462,56.26,HIGH,96.45,134.99,DELAYED
DEL0010463,ORD0010463,46.46,LOW,79.65,77.23,ON_TIME
DEL0010464,ORD0010464,37.42,SEVERE,64.15,160.69,SEVERELY_DELAYED
DEL0010465,ORD0010465,98.9,MEDIUM,169.54,181.06,ON_TIME
DEL0010466,ORD0010466,71.75,MEDIUM,123.0,158.51,DELAYED
DEL0010467,ORD0010467,15.69,MEDIUM,26.9,36.42,DELAYED
DEL0010468,ORD0010468,65.85,LOW,112.89,130.34,DELAYED
DEL0010469,ORD0010469,26.63,MEDIUM,45.65,61.13,DELAYED
DEL0010470,ORD0010470,11.6,MEDIUM,19.89,23.06,DELAYED
DEL0010471,ORD0010471,102.72,LOW,176.09,194.11,ON_TIME
DEL0010472,ORD0010472,24.53,SEVERE,42.05,79.37,SEVERELY_DELAYED
DEL0010473,ORD0010473,21.89,LOW,37.53,34.34,ON_TIME
DEL0010474,ORD0010474,67.75,MEDIUM,116.14,139.28,DELAYED
DEL0010475,ORD0010475,88.34,MEDIUM,151.44,201.25,DELAYED
DEL0010476,ORD0010476,27.15,HIGH,46.54,83.34,SEVERELY_DELAYED
DEL0010477,ORD0010477,30.99,MEDIUM,53.13,75.49,DELAYED
DEL0010478,ORD0010478,40.59,LOW,69.58,64.4,ON_TIME
DEL0010479,ORD0010479,50.33,HIGH,86.28,145.62,SEVERELY_DELAYED
DEL0010480,ORD0010480,8.44,MEDIUM,14.47,16.56,ON_TIME
DEL0010481,ORD0010481,40.89,HIGH,70.1,114.72,SEVERELY_DELAYED
DEL0010482,ORD0010482,102.43,LOW,175.59,188.74,ON_TIME
DEL0010483,ORD0010483,28.94,MEDIUM,49.61,65.91,DELAYED
DEL0010484,ORD0010484,64.19,HIGH,110.04,154.5,DELAYED
DEL0010485,ORD0010485,14.92,MEDIUM,25.58,30.31,DELAYED
DEL0010486,ORD0010486,83.27,HIGH,142.75,249.61,SEVERELY_DELAYED
DEL0010487,ORD0010487,61.3,HIGH,105.09,183.32,SEVERELY_DELAYED
DEL0010488,ORD0010488,42.72,LOW,73.23,75.34,ON_TIME
DEL0010489,ORD0010489,37.34,MEDIUM,64.01,76.37,DELAYED
DEL0010490,ORD0010490,22.55,MEDIUM,38.66,42.63,ON_TIME
DEL0010491,ORD0010491,30.57,MEDIUM,52.41,67.83,DELAYED
DEL0010492,ORD0010492,102.33,LOW,175.42,194.22,ON_TIME
DEL0010493,ORD0010493,22.6,LOW,38.74,41.22,ON_TIME
DEL0010494,ORD0010494,53.07,MEDIUM,90.98,125.65,DELAYED
DEL0010495,ORD0010495,98.28,HIGH,168.48,306.8,SEVERELY_DELAYED
DEL0010496,ORD0010496,66.89,HIGH,114.67,212.58,SEVERELY_DELAYED
DEL0010497,ORD0010497,47.41,MEDIUM,81.27,91.75,ON_TIME
DEL0010498,ORD0010498,120.47,MEDIUM,206.52,225.55,ON_TIME
DEL0010499,ORD0010499,57.8,MEDIUM,99.09,117.12,DELAYED
DEL0010500,ORD0010500,23.67,HIGH,40.58,68.11,SEVERELY_DELAYED
DEL0010501,ORD0010501,17.54,LOW,30.07,31.75,ON_TIME
DEL0010502,ORD0010502,110.01,MEDIUM,188.59,243.98,DELAYED
DEL0010503,ORD0010503,41.88,SEVERE,71.79,177.1,SEVERELY_DELAYED
DEL0010504,ORD0010504,41.52,SEVERE,71.18,147.42,SEVERELY_DELAYED
DEL0010505,ORD0010505,83.29,SEVERE,142.78,316.92,SEVERELY_DELAYED
DEL0010506,ORD0010506,30.63,MEDIUM,52.51,78.02,DELAYED
DEL0010507,ORD0010507,89.69,MEDIUM,153.75,227.32,DELAYED
DEL0010508,ORD0010508,83.02,HIGH,142.32,221.39,SEVERELY_DELAYED
DEL0010509,ORD0010509,35.17,MEDIUM,60.29,73.53,DELAYED
DEL0010510,ORD0010510,121.6,MEDIUM,208.46,269.43,DELAYED
DEL0010511,ORD0010511,52.71,MEDIUM,90.36,119.72,DELAYED
DEL0010512,ORD0010512,38.36,LOW,65.76,56.4,ON_TIME
DEL0010513,ORD0010513,23.68,MEDIUM,40.59,45.21,ON_TIME
DEL0010514,ORD0010514,61.24,MEDIUM,104.98,140.66,DELAYED
DEL0010515,ORD0010515,81.76,MEDIUM,140.16,164.04,DELAYED
DEL0010516,ORD0010516,53.83,SEVERE,92.28,201.08,SEVERELY_DELAYED
DEL0010517,ORD0010517,43.1,HIGH,73.89,117.61,SEVERELY_DELAYED
DEL0010518,ORD0010518,57.03,MEDIUM,97.77,145.0,DELAYED
DEL0010519,ORD0010519,77.26,MEDIUM,132.45,165.35,DELAYED
DEL0010520,ORD0010520,95.73,HIGH,164.11,226.75,DELAYED
DEL0010521,ORD0010521,57.59,SEVERE,98.73,221.87,SEVERELY_DELAYED
DEL0010522,ORD0010522,60.54,SEVERE,103.78,264.61,SEVERELY_DELAYED
DEL0010523,ORD0010523,31.53,HIGH,54.05,97.55,SEVERELY_DELAYED
DEL0010524,ORD0010524,80.49,LOW,137.98,156.22,ON_TIME
DEL0010525,ORD0010525,99.43,MEDIUM,170.45,237.1,DELAYED
DEL0010526,ORD0010526,96.86,SEVERE,166.05,421.39,SEVERELY_DELAYED
DEL0010527,ORD0010527,111.5,HIGH,191.14,268.15,DELAYED
DEL0010528,ORD0010528,70.39,HIGH,120.67,187.95,SEVERELY_DELAYED
DEL0010529,ORD0010529,17.06,MEDIUM,29.25,35.67,DELAYED
DEL0010530,ORD0010530,126.26,HIGH,216.45,299.45,DELAYED
DEL0010531,ORD0010531,28.99,SEVERE,49.7,93.16,SEVERELY_DELAYED
DEL0010532,ORD0010532,10.48,LOW,17.97,21.07,DELAYED
DEL0010533,ORD0010533,48.17,MEDIUM,82.58,91.64,ON_TIME
DEL0010534,ORD0010534,82.44,HIGH,141.33,234.44,SEVERELY_DELAYED
DEL0010535,ORD0010535,33.87,MEDIUM,58.06,78.98,DELAYED
DEL0010536,ORD0010536,46.18,LOW,79.17,70.61,ON_TIME
DEL0010537,ORD0010537,18.87,MEDIUM,32.35,37.67,DELAYED
DEL0010538,ORD0010538,102.18,MEDIUM,175.17,221.92,DELAYED
DEL0010539,ORD0010539,73.27,HIGH,125.61,175.37,DELAYED
DEL0010540,ORD0010540,68.8,MEDIUM,117.94,147.67,DELAYED
DEL0010541,ORD0010541,70.47,HIGH,120.81,222.45,SEVERELY_DELAYED
DEL0010542,ORD0010542,69.58,LOW,119.28,138.63,DELAYED
DEL0010543,ORD0010543,14.92,HIGH,25.58,47.34,SEVERELY_DELAYED
DEL0010544,ORD0010544,29.29,MEDIUM,50.21,70.63,DELAYED
DEL0010545,ORD0010545,101.89,LOW,174.67,203.72,DELAYED
DEL0010546,ORD0010546,41.67,HIGH,71.43,120.58,SEVERELY_DELAYED
DEL0010547,ORD0010547,209.16,LOW,358.56,319.68,ON_TIME
DEL0010548,ORD0010548,113.17,SEVERE,194.01,440.73,SEVERELY_DELAYED
DEL0010549,ORD0010549,73.35,MEDIUM,125.74,144.99,DELAYED
DEL0010550,ORD0010550,23.29,HIGH,39.93,57.63,DELAYED
DEL0010551,ORD0010551,28.3,MEDIUM,48.51,62.75,DELAYED
DEL0010552,ORD0010552,80.03,SEVERE,137.19,268.82,SEVERELY_DELAYED
DEL0010553,ORD0010553,68.29,LOW,117.07,121.76,ON_TIME
DEL0010554,ORD0010554,46.95,HIGH,80.49,143.56,SEVERELY_DELAYED
DEL0010555,ORD0010555,113.13,LOW,193.94,198.03,ON_TIME
DEL0010556,ORD0010556,39.32,HIGH,67.41,128.83,SEVERELY_DELAYED
DEL0010557,ORD0010557,57.24,MEDIUM,98.13,113.4,DELAYED
DEL0010558,ORD0010558,67.3,MEDIUM,115.37,124.56,ON_TIME
DEL0010559,ORD0010559,72.12,LOW,123.63,145.06,DELAYED
DEL0010560,ORD0010560,45.6,LOW,78.17,85.73,ON_TIME
DEL0010561,ORD0010561,37.47,MEDIUM,64.23,78.62,DELAYED
DEL0010562,ORD0010562,58.18,LOW,99.74,92.01,ON_TIME
DEL0010563,ORD0010563,72.33,LOW,123.99,127.38,ON_TIME
DEL0010564,ORD0010564,40.53,LOW,69.48,77.06,ON_TIME
DEL0010565,ORD0010565,65.53,MEDIUM,112.34,137.68,DELAYED
DEL0010566,ORD0010566,69.62,LOW,119.35,129.14,ON_TIME
DEL0010567,ORD0010567,36.44,MEDIUM,62.47,74.35,DELAYED
DEL0010568,ORD0010568,105.07,HIGH,180.12,344.12,SEVERELY_DELAYED
DEL0010569,ORD0010569,25.36,HIGH,43.47,61.76,DELAYED
DEL0010570,ORD0010570,33.2,MEDIUM,56.91,76.92,DELAYED
DEL0010571,ORD0010571,47.96,HIGH,82.22,130.32,SEVERELY_DELAYED
DEL0010572,ORD0010572,102.74,HIGH,176.13,299.13,SEVERELY_DELAYED
DEL0010573,ORD0010573,27.49,MEDIUM,47.13,50.26,ON_TIME
DEL0010574,ORD0010574,28.41,SEVERE,48.7,94.33,SEVERELY_DELAYED
DEL0010575,ORD0010575,85.17,MEDIUM,146.01,217.93,DELAYED
DEL0010576,ORD0010576,69.6,LOW,119.31,123.52,ON_TIME
DEL0010577,ORD0010577,71.1,MEDIUM,121.89,142.2,DELAYED
DEL0010578,ORD0010578,40.58,MEDIUM,69.57,87.68,DELAYED
DEL0010579,ORD0010579,26.75,MEDIUM,45.86,54.99,DELAYED
DEL0010580,ORD0010580,28.29,MEDIUM,48.5,72.48,DELAYED
DEL0010581,ORD0010581,26.26,SEVERE,45.02,104.38,SEVERELY_DELAYED
DEL0010582,ORD0010582,31.96,LOW,54.79,55.25,ON_TIME
DEL0010583,ORD0010583,37.32,LOW,63.98,60.75,ON_TIME
DEL0010584,ORD0010584,89.96,LOW,154.22,139.77,ON_TIME
DEL0010585,ORD0010585,51.82,SEVERE,88.83,193.13,SEVERELY_DELAYED
DEL0010586,ORD0010586,36.49,SEVERE,62.55,145.96,SEVERELY_DELAYED
DEL0010587,ORD0010587,89.34,MEDIUM,153.15,215.79,DELAYED
DEL0010588,ORD0010588,59.28,HIGH,101.62,169.66,SEVERELY_DELAYED
DEL0010589,ORD0010589,20.41,LOW,34.99,31.0,ON_TIME
DEL0010590,ORD0010590,73.42,LOW,125.86,128.45,ON_TIME
DEL0010591,ORD0010591,12.23,HIGH,20.97,32.56,SEVERELY_DELAYED
DEL0010592,ORD0010592,116.23,MEDIUM,199.25,248.77,DELAYED
DEL0010593,ORD0010593,57.95,LOW,99.34,107.52,ON_TIME
DEL0010594,ORD0010594,71.4,SEVERE,122.4,273.41,SEVERELY_DELAYED
DEL0010595,ORD0010595,43.24,LOW,74.13,70.4,ON_TIME
DEL0010596,ORD0010596,132.66,MEDIUM,227.42,285.09,DELAYED
DEL0010597,ORD0010597,91.0,HIGH,156.0,217.74,DELAYED
DEL0010598,ORD0010598,59.92,MEDIUM,102.72,133.32,DELAYED
DEL0010599,ORD0010599,8.98,MEDIUM,15.39,18.42,DELAYED
DEL0010600,ORD0010600,75.03,LOW,128.62,136.84,ON_TIME
DEL0010601,ORD0010601,39.73,LOW,68.11,61.3,ON_TIME
DEL0010602,ORD0010602,27.69,LOW,47.47,45.5,ON_TIME
DEL0010603,ORD0010603,32.13,MEDIUM,55.08,72.2,DELAYED
DEL0010604,ORD0010604,9.76,HIGH,16.73,24.15,DELAYED
DEL0010605,ORD0010605,44.47,MEDIUM,76.23,96.02,DELAYED
DEL0010606,ORD0010606,33.22,MEDIUM,56.95,85.17,DELAYED
DEL0010607,ORD0010607,51.41,MEDIUM,88.13,98.93,ON_TIME
DEL0010608,ORD0010608,89.78,SEVERE,153.91,398.9,SEVERELY_DELAYED
DEL0010609,ORD0010609,81.35,MEDIUM,139.46,200.14,DELAYED
DEL0010610,ORD0010610,13.14,LOW,22.53,22.33,ON_TIME
DEL0010611,ORD0010611,49.1,HIGH,84.17,149.05,SEVERELY_DELAYED
DEL0010612,ORD0010612,20.93,MEDIUM,35.88,47.93,DELAYED
DEL0010613,ORD0010613,16.42,LOW,28.15,32.76,DELAYED
DEL0010614,ORD0010614,36.23,LOW,62.11,73.01,DELAYED
DEL0010615,ORD0010615,65.97,SEVERE,113.09,295.99,SEVERELY_DELAYED
DEL0010616,ORD0010616,7.12,LOW,12.21,10.48,ON_TIME
DEL0010617,ORD0010617,185.02,HIGH,317.18,498.4,SEVERELY_DELAYED
DEL0010618,ORD0010618,63.02,MEDIUM,108.03,136.73,DELAYED
DEL0010619,ORD0010619,105.34,HIGH,180.58,307.74,SEVERELY_DELAYED
DEL0010620,ORD0010620,77.2,MEDIUM,132.34,147.67,ON_TIME
DEL0010621,ORD0010621,39.39,HIGH,67.53,110.91,SEVERELY_DELAYED
DEL0010622,ORD0010622,121.77,LOW,208.75,191.11,ON_TIME
DEL0010623,ORD0010623,94.53,HIGH,162.05,222.77,DELAYED
DEL0010624,ORD0010624,61.16,HIGH,104.85,151.51,DELAYED
DEL0010625,ORD0010625,42.07,MEDIUM,72.12,85.43,DELAYED
DEL0010626,ORD0010626,56.95,LOW,97.63,90.24,ON_TIME
DEL0010627,ORD0010627,35.89,HIGH,61.53,112.37,SEVERELY_DELAYED
DEL0010628,ORD0010628,56.3,LOW,96.51,111.85,DELAYED
DEL0010629,ORD0010629,28.63,SEVERE,49.08,104.95,SEVERELY_DELAYED
DEL0010630,ORD0010630,38.17,HIGH,65.43,125.52,SEVERELY_DELAYED
DEL0010631,ORD0010631,102.38,HIGH,175.51,241.47,DELAYED
DEL0010632,ORD0010632,123.7,HIGH,212.06,374.36,SEVERELY_DELAYED
DEL0010633,ORD0010633,47.1,HIGH,80.74,133.41,SEVERELY_DELAYED
DEL0010634,ORD0010634,117.16,SEVERE,200.85,395.66,SEVERELY_DELAYED
DEL0010635,ORD0010635,66.18,MEDIUM,113.45,155.17,DELAYED
DEL0010636,ORD0010636,11.28,MEDIUM,19.34,22.51,DELAYED
DEL0010637,ORD0010637,34.9,LOW,59.83,56.73,ON_TIME
DEL0010638,ORD0010638,24.29,SEVERE,41.64,93.93,SEVERELY_DELAYED
DEL0010639,ORD0010639,80.56,MEDIUM,138.1,189.26,DELAYED
DEL0010640,ORD0010640,51.43,SEVERE,88.17,223.17,SEVERELY_DELAYED
DEL0010641,ORD0010641,27.94,HIGH,47.9,88.43,SEVERELY_DELAYED
DEL0010642,ORD0010642,130.45,SEVERE,223.63,452.25,SEVERELY_DELAYED
DEL0010643,ORD0010643,54.81,LOW,93.96,102.66,ON_TIME
DEL0010644,ORD0010644,90.61,SEVERE,155.33,302.6,SEVERELY_DELAYED
DEL0010645,ORD0010645,33.65,MEDIUM,57.69,75.03,DELAYED
DEL0010646,ORD0010646,79.18,MEDIUM,135.74,199.0,DELAYED
DEL0010647,ORD0010647,124.34,MEDIUM,213.15,252.03,DELAYED
DEL0010648,ORD0010648,34.44,HIGH,59.04,92.17,SEVERELY_DELAYED
DEL0010649,ORD0010649,37.87,LOW,64.92,69.36,ON_TIME
DEL0010650,ORD0010650,24.43,MEDIUM,41.88,48.15,ON_TIME
DEL0010651,ORD0010651,42.24,LOW,72.41,84.83,DELAYED
DEL0010652,ORD0010652,38.65,HIGH,66.26,110.55,SEVERELY_DELAYED
DEL0010653,ORD0010653,103.4,MEDIUM,177.26,245.9,DELAYED
DEL0010654,ORD0010654,54.21,MEDIUM,92.93,131.07,DELAYED
DEL0010655,ORD0010655,35.67,MEDIUM,61.15,72.18,DELAYED
DEL0010656,ORD0010656,43.17,MEDIUM,74.01,86.22,DELAYED
DEL0010657,ORD0010657,46.03,SEVERE,78.91,151.42,SEVERELY_DELAYED
DEL0010658,ORD0010658,42.82,MEDIUM,73.41,88.09,DELAYED
DEL0010659,ORD0010659,25.53,HIGH,43.77,68.39,SEVERELY_DELAYED
DEL0010660,ORD0010660,59.35,MEDIUM,101.74,113.44,ON_TIME
DEL0010661,ORD0010661,79.05,MEDIUM,135.51,154.62,ON_TIME
DEL0010662,ORD0010662,69.38,HIGH,118.94,211.98,SEVERELY_DELAYED
DEL0010663,ORD0010663,61.8,SEVERE,105.94,256.68,SEVERELY_DELAYED
DEL0010664,ORD0010664,55.95,LOW,95.91,112.33,DELAYED
DEL0010665,ORD0010665,102.04,HIGH,174.93,335.72,SEVERELY_DELAYED
DEL0010666,ORD0010666,37.46,MEDIUM,64.22,84.45,DELAYED
DEL0010667,ORD0010667,67.06,LOW,114.96,129.42,ON_TIME
DEL0010668,ORD0010668,69.02,MEDIUM,118.32,152.08,DELAYED
DEL0010669,ORD0010669,13.7,LOW,23.49,22.95,ON_TIME
DEL0010670,ORD0010670,64.87,HIGH,111.21,168.21,SEVERELY_DELAYED
DEL0010671,ORD0010671,58.58,MEDIUM,100.42,124.34,DELAYED
DEL0010672,ORD0010672,64.03,MEDIUM,109.77,144.42,DELAYED
DEL0010673,ORD0010673,96.02,MEDIUM,164.61,228.9,DELAYED
DEL0010674,ORD0010674,50.54,HIGH,86.64,122.11,DELAYED
DEL0010675,ORD0010675,66.32,HIGH,113.69,165.59,DELAYED
DEL0010676,ORD0010676,104.17,LOW,178.58,200.23,ON_TIME
