customer_id,city,previous_orders,average_order_value
CUS005198,Mumbai,11,3203.72
CUS005199,Mysore,8,2618.44
CUS005200,Hyderabad,5,3662.72
CUS005201,Bangalore,11,1051.24
CUS005202,Chennai,11,1791.29
CUS005203,Pune,4,1229.59
CUS005204,Pune,5,3977.44
CUS005205,Mumbai,7,1765.42
CUS005206,Pune,7,3716.33
CUS005207,Pune,9,1493.01
CUS005208,Pune,10,3370.22
CUS005209,Pune,9,1076.07
CUS005210,Chennai,9,3993.95
CUS005211,Tumkur,10,1934.36
CUS005212,Delhi,8,1144.93
CUS005213,Tumkur,6,3166.21
CUS005214,Chennai,13,900.48
CUS005215,Pune,6,1187.31
CUS005216,Mumbai,11,2468.69
CUS005217,Pune,12,2100.09
CUS005218,Tumkur,3,2984.27
CUS005219,Hyderabad,9,2956.85
CUS005220,Tumkur,6,1308.26
CUS005221,Tumkur,8,2393.01
CUS005222,Bangalore,3,3970.86
CUS005223,Mysore,6,3453.34
CUS005224,Bangalore,5,2249.74
CUS005225,Tumkur,7,2422.05
CUS005226,Delhi,5,3457.29
CUS005227,Pune,3,1540.53
CUS005228,Tumkur,4,1619.22
CUS005229,Mysore,10,1363.86
CUS005230,Tumkur,3,3306.03
CUS005231,Pune,5,1963.74
CUS005232,Delhi,6,1614.04
CUS005233,Pune,12,1179.41
CUS005234,Tumkur,8,994.36
CUS005235,Delhi,9,1248.58
CUS005236,Pune,7,1899.28
CUS005237,Delhi,4,2706.43
CUS005238,Pune,9,1782.82
CUS005239,Mumbai,6,900.21
CUS005240,Chennai,7,2018.79
CUS005241,Tumkur,9,2321.92
CUS005242,Pune,6,1117.72
CUS005243,Bangalore,9,2737.59
CUS005244,Delhi,8,1931.13
CUS005245,Chennai,6,2207.42
CUS005246,Hyderabad,6,4397.21
CUS005247,Pune,12,2918.86
CUS005248,Mumbai,8,1082.43
CUS005249,Bangalore,10,1609.69
CUS005250,Bangalore,9,1166.47
CUS005251,Delhi,8,1544.14
CUS005252,Mumbai,6,5222.73
CUS005253,Mysore,4,3719.75
CUS005254,Delhi,7,1038.6
CUS005255,Mysore,13,1691.11
CUS005256,Tumkur,9,2982.6
CUS005257,Hyderabad,7,2728.64
CUS005258,Delhi,5,1470.19
CUS005259,Mysore,9,2369.97
CUS005260,Mysore,8,2414.81
CUS005261,Chennai,9,5110.53
CUS005262,Delhi,3,813.46
CUS005263,Mysore,10,1504.83
CUS005264,Hyderabad,7,1159.16
CUS005265,Bangalore,7,1721.89
CUS005266,Mumbai,7,1461.2
CUS005267,Bangalore,13,2333.67
CUS005268,Delhi,6,1736.59
CUS005269,Delhi,1,496.43
CUS005270,Delhi,7,4339.39
CUS005271,Mumbai,8,3284.99
CUS005272,Pune,9,1073.7
CUS005273,Mumbai,11,1678.55
CUS005274,Hyderabad,13,2045.91
CUS005275,Hyderabad,4,3780.23
CUS005276,Tumkur,11,3169.64
CUS005277,Bangalore,16,3345.95
CUS005278,Hyderabad,8,1456.84
CUS005279,Hyderabad,13,3528.37
CUS005280,Bangalore,7,3505.39
CUS005281,Delhi,10,5117.61
CUS005282,Tumkur,10,1570.6
CUS005283,Bangalore,10,1415.23
CUS005284,Hyderabad,3,997.47
CUS005285,Bangalore,5,365.24
CUS005286,Hyderabad,5,1691.57
CUS005287,Delhi,5,916.51
CUS005288,Mysore,7,623.47
CUS005289,Tumkur,13,3877.96
CUS005290,Mysore,6,1314.65
CUS005291,Hyderabad,16,1288.17
CUS005292,Hyderabad,8,780.48
CUS005293,Tumkur,6,1631.85
CUS005294,Hyderabad,7,3276.4
CUS005295,Hyderabad,4,3337.36
CUS005296,Hyderabad,9,1476.81
CUS005297,Bangalore,3,1189.65
CUS005298,Mysore,7,978.42
CUS005299,Tumkur,7,692.62
CUS005300,Tumkur,5,1116.6
CUS005301,Delhi,6,2444.11
CUS005302,Mumbai,7,1778.97
CUS005303,Tumkur,9,2051.12
CUS005304,Hyderabad,5,3288.45
CUS005305,Chennai,13,2429.69
CUS005306,Delhi,12,2167.67
CUS005307,Tumkur,8,2226.42
CUS005308,Bangalore,8,2461.83
CUS005309,Mumbai,6,664.99
CUS005310,Mysore,14,406.97
CUS005311,Tumkur,10,2249.38
CUS005312,Tumkur,9,1826.23
CUS005313,Delhi,8,3042.85
CUS005314,Pune,7,1291.4
CUS005315,Pune,11,2274.53
CUS005316,Chennai,9,2564.51
CUS005317,Delhi,5,2380.31
CUS005318,Tumkur,3,1532.8
CUS005319,Chennai,10,2245.97
CUS005320,Mumbai,4,2753.55
CUS005321,Bangalore,4,2338.19
CUS005322,Hyderabad,12,2901.16
CUS005323,Mysore,6,1650.19
CUS005324,Bangalore,6,1504.37
CUS005325,Tumkur,7,1897.1
CUS005326,Delhi,7,807.74
CUS005327,Pune,9,1706.3
CUS005328,Delhi,10,2603.67
CUS005329,Hyderabad,9,2279.04
CUS005330,Delhi,4,1637.26
CUS005331,Chennai,6,1398.05
CUS005332,Pune,10,2061.77
CUS005333,Pune,8,865.89
CUS005334,Delhi,10,833.43
CUS005335,Hyderabad,12,1454.21
CUS005336,Tumkur,6,625.64
CUS005337,Pune,5,1820.23
CUS005338,Bangalore,6,2504.64
CUS005339,Hyderabad,10,1537.34
CUS005340,Delhi,8,3680.16
CUS005341,Pune,3,1259.72
CUS005342,Mumbai,8,983.0
CUS005343,Bangalore,8,955.08
CUS005344,Mysore,8,2164.53
CUS005345,Mumbai,11,1879.04
CUS005346,Pune,6,1586.21
CUS005347,Hyderabad,10,8696.48
CUS005348,Mumbai,8,1277.8
CUS005349,Hyderabad,9,926.62
CUS005350,Hyderabad,8,1797.48
CUS005351,Mysore,9,866.38
CUS005352,Hyderabad,6,1732.64
CUS005353,Pune,4,1604.22
CUS005354,Delhi,5,1445.67
CUS005355,Chennai,15,638.92
CUS005356,Chennai,7,851.71
CUS005357,Mumbai,6,2907.65
CUS005358,Tumkur,8,3104.9
CUS005359,Mumbai,10,842.96
CUS005360,Bangalore,13,1229.72
CUS005361,Bangalore,13,1688.04
CUS005362,Mysore,9,639.95
CUS005363,Bangalore,5,4872.77
CUS005364,Pune,6,1830.36
CUS005365,Mysore,11,2402.6
CUS005366,Mysore,15,1511.13
CUS005367,Delhi,7,862.49
CUS005368,Mumbai,9,2245.63
CUS005369,Chennai,11,649.24
CUS005370,Hyderabad,7,822.01
CUS005371,Hyderabad,12,2353.92
CUS005372,Chennai,6,1674.17
CUS005373,Bangalore,15,2481.3
CUS005374,Bangalore,10,2316.52
CUS005375,Mysore,8,1493.56
CUS005376,Bangalore,4,1031.76
CUS005377,Chennai,6,1123.07
CUS005378,Mysore,11,3738.34
CUS005379,Mysore,11,1776.19
CUS005380,Mysore,14,1272.31
CUS005381,Tumkur,11,4435.37
CUS005382,Pune,6,1147.56
CUS005383,Tumkur,6,1308.89
CUS005384,Mysore,8,3428.54
CUS005385,Tumkur,8,1971.05
CUS005386,Hyderabad,11,1107.7
CUS005387,Hyderabad,4,1479.15
CUS005388,Delhi,14,4477.82
CUS005389,Mysore,9,4428.88
CUS005390,Delhi,7,2336.63
CUS005391,Hyderabad,6,2104.57
CUS005392,Pune,10,2639.58
CUS005393,Mumbai,8,1944.74
CUS005394,Hyderabad,6,3106.04
CUS005395,Tumkur,8,745.71
CUS005396,Mysore,6,1255.54
CUS005397,Hyderabad,9,1680.14
CUS005398,Bangalore,7,858.21
CUS005399,Pune,10,2792.66
CUS005400,Pune,11,1349.32
CUS005401,Mumbai,8,1616.07
CUS005402,Bangalore,7,737.02
CUS005403,Hyderabad,8,1920.86
CUS005404,Hyderabad,10,6303.17
CUS005405,Tumkur,11,907.6
CUS005406,Delhi,12,748.85
CUS005407,Mysore,6,2296.75
CUS005408,Delhi,6,958.69
CUS005409,Chennai,8,2616.3
CUS005410,Pune,7,1459.96
CUS005411,Tumkur,8,1300.27
CUS005412,Delhi,8,1686.58
CUS005413,Mysore,12,1412.93
CUS005414,Tumkur,5,1854.53
CUS005415,Pune,6,1392.15
CUS005416,Chennai,8,857.39
CUS005417,Mysore,11,980.09
CUS005418,Delhi,15,1051.13
CUS005419,Hyderabad,3,1661.06
CUS005420,Mysore,4,750.0
CUS005421,Bangalore,12,1693.92
CUS005422,Mysore,7,970.11
CUS005423,Mysore,3,1687.01
CUS005424,Hyderabad,10,3429.87
CUS005425,Delhi,7,1236.32
CUS005426,Bangalore,8,2058.06
CUS005427,Delhi,7,2234.43
CUS005428,Tumkur,5,1921.09
CUS005429,Bangalore,8,1997.91
CUS005430,Bangalore,8,3287.79
CUS005431,Pune,4,1894.44
CUS005432,Hyderabad,9,920.97
CUS005433,Tumkur,12,760.91
CUS005434,Mumbai,4,1085.63
CUS005435,Pune,11,1560.53
CUS005436,Bangalore,9,1995.5
CUS005437,Delhi,5,2230.92
CUS005438,Delhi,9,2703.04
CUS005439,Pune,8,4103.54
CUS005440,Pune,8,1350.47
CUS005441,Mysore,6,1346.71
CUS005442,Chennai,7,1321.27
CUS005443,Bangalore,5,1197.16
CUS005444,Pune,8,1053.07
CUS005445,Delhi,9,1871.36
CUS005446,Mysore,3,2328.43
CUS005447,Mumbai,6,1910.69
CUS005448,Mumbai,8,1170.09
CUS005449,Hyderabad,8,4591.37
CUS005450,Pune,13,1453.73
CUS005451,Bangalore,6,1713.05
CUS005452,Mysore,14,2014.11
CUS005453,Mumbai,8,2517.87
CUS005454,Mumbai,8,948.6
CUS005455,Mysore,8,1622.34
CUS005456,Delhi,3,2276.66
CUS005457,Hyderabad,9,1680.68
CUS005458,Chennai,5,3258.58
CUS005459,Tumkur,14,1632.42
CUS005460,Bangalore,9,3248.07
CUS005461,Pune,13,3163.23
CUS005462,Chennai,16,706.39
CUS005463,Hyderabad,11,3004.32
CUS005464,Pune,7,3553.25
CUS005465,Mysore,5,3727.04
CUS005466,Mumbai,8,2258.25
CUS005467,Delhi,9,1827.62
CUS005468,Mysore,4,1886.11
CUS005469,Delhi,11,2216.46
CUS005470,Chennai,10,3031.77
CUS005471,Tumkur,6,1919.5
CUS005472,Bangalore,8,1850.36
CUS005473,Chennai,5,1495.53
CUS005474,Bangalore,7,1838.88
CUS005475,Chennai,8,1290.87
CUS005476,Delhi,8,2991.4
CUS005477,Pune,9,1085.35
CUS005478,Mysore,9,2289.56
CUS005479,Hyderabad,5,1293.0
CUS005480,Delhi,6,2672.34
CUS005481,Delhi,4,5337.47
CUS005482,Bangalore,11,517.35
CUS005483,Bangalore,8,3475.48
CUS005484,Mumbai,6,1560.94
CUS005485,Bangalore,7,4343.82
CUS005486,Mumbai,7,2738.91
CUS005487,Bangalore,8,2047.66
CUS005488,Pune,12,1770.4
CUS005489,Mysore,6,1295.06
CUS005490,Chennai,13,1706.62
CUS005491,Delhi,8,2575.2
CUS005492,Tumkur,6,1607.09
CUS005493,Chennai,8,3040.84
CUS005494,Mysore,9,1265.47
CUS005495,Bangalore,8,2699.11
CUS005496,Tumkur,7,2312.35
CUS005497,Delhi,7,929.28
CUS005498,Bangalore,5,1666.3
CUS005499,Delhi,11,1221.53
CUS005500,Bangalore,5,1814.72
CUS005501,Chennai,5,2090.2
CUS005502,Tumkur,8,1914.57
CUS005503,Bangalore,5,3690.55
CUS005504,Tumkur,13,2272.45
CUS005505,Bangalore,7,2033.03
CUS005506,Hyderabad,8,1279.71
CUS005507,Mysore,13,3072.01
CUS005508,Delhi,9,2242.0
CUS005509,Tumkur,12,2148.51
CUS005510,Mysore,5,2003.97
CUS005511,Mysore,8,917.18
CUS005512,Mysore,10,3760.35
CUS005513,Delhi,7,2983.74
CUS005514,Chennai,7,1120.8
CUS005515,Mysore,6,1848.94
CUS005516,Chennai,10,3530.54
CUS005517,Pune,6,1967.62
CUS005518,Mumbai,9,1572.62
CUS005519,Pune,7,2732.48
CUS005520,Mumbai,10,3748.04
CUS005521,Mysore,5,3290.15
CUS005522,Tumkur,7,2774.75
CUS005523,Mumbai,11,1609.9
CUS005524,Chennai,10,1896.45
CUS005525,Bangalore,6,1625.97
CUS005526,Tumkur,10,1020.52
CUS005527,Mumbai,8,1484.29
CUS005528,Mysore,7,1008.81
CUS005529,Mysore,12,1340.07
CUS005530,Hyderabad,11,1849.34
CUS005531,Tumkur,9,2051.85
CUS005532,Pune,11,4696.47
CUS005533,Tumkur,9,2174.41
CUS005534,Mumbai,9,1356.23
CUS005535,Tumkur,10,939.68
CUS005536,Delhi,11,1584.25
CUS005537,Chennai,9,1004.04
CUS005538,Bangalore,8,1054.24
CUS005539,Tumkur,4,743.55
CUS005540,Mysore,8,1315.83
CUS005541,Pune,15,2042.24
CUS005542,Tumkur,5,1727.21
CUS005543,Bangalore,13,1245.87
CUS005544,Delhi,8,1360.82
CUS005545,Mysore,5,1275.52
CUS005546,Bangalore,5,1316.85
CUS005547,Bangalore,12,1286.46
CUS005548,Tumkur,4,2259.96
CUS005549,Mysore,11,1685.57
CUS005550,Hyderabad,8,1227.31
CUS005551,Pune,5,661.53
CUS005552,Delhi,7,4724.23
CUS005553,Tumkur,7,2575.8
CUS005554,Chennai,10,2002.68
CUS005555,Tumkur,8,1303.28
CUS005556,Hyderabad,6,1807.32
CUS005557,Delhi,5,2214.28
CUS005558,Pune,9,2271.27
CUS005559,Chennai,7,734.31
CUS005560,Tumkur,6,1451.67
CUS005561,Bangalore,11,2717.63
CUS005562,Tumkur,9,1679.94
CUS005563,Delhi,3,1619.45
CUS005564,Mysore,7,1346.25
CUS005565,Hyderabad,10,2065.64
CUS005566,Mumbai,12,711.65
CUS005567,Pune,9,3092.22
CUS005568,Bangalore,7,1815.65
CUS005569,Chennai,8,2274.53
CUS005570,Chennai,5,2535.63
CUS005571,Mysore,11,2198.48
CUS005572,Mysore,10,1754.11
CUS005573,Mumbai,6,1880.36
CUS005574,Chennai,10,1197.95
CUS005575,Delhi,4,1912.24
CUS005576,Chennai,8,1778.04
CUS005577,Hyderabad,10,1131.02
CUS005578,Bangalore,7,943.77
CUS005579,Chennai,4,1076.83
CUS005580,Mysore,3,2911.29
CUS005581,Tumkur,6,693.87
CUS005582,Delhi,13,1583.79
CUS005583,Delhi,10,1138.67
CUS005584,Tumkur,7,2218.95
CUS005585,Tumkur,8,1350.6
CUS005586,Bangalore,4,2497.54
CUS005587,Bangalore,11,2200.17
CUS005588,Mumbai,10,844.19
CUS005589,Hyderabad,8,2194.56
CUS005590,Chennai,12,1371.22
CUS005591,Pune,8,1432.91
CUS005592,Hyderabad,5,1779.63
CUS005593,Mumbai,6,2635.95
CUS005594,Delhi,8,1919.98
CUS005595,Bangalore,14,2103.23
CUS005596,Mysore,8,1431.86
CUS005597,Bangalore,8,1033.4
CUS005598,Tumkur,8,2362.68
CUS005599,Tumkur,11,3318.41
CUS005600,Bangalore,8,2406.95
CUS005601,Delhi,11,1920.49
CUS005602,Mysore,6,2070.16
CUS005603,Mysore,11,880.2
CUS005604,Chennai,8,3124.88
CUS005605,Delhi,7,2276.46
CUS005606,Mumbai,9,812.65
CUS005607,Pune,5,4076.7
CUS005608,Chennai,5,2237.68
CUS005609,Mumbai,10,936.24
CUS005610,Chennai,10,1283.89
CUS005611,Mysore,10,1797.27
CUS005612,Mumbai,7,2473.94
CUS005613,Chennai,7,1146.11
CUS005614,Mysore,5,1473.69
CUS005615,Chennai,5,3178.79
CUS005616,Pune,13,1403.46
CUS005617,Chennai,10,4559.48
CUS005618,Pune,3,2176.62
CUS005619,Chennai,7,1476.88
CUS005620,Mysore,11,1266.11
CUS005621,Delhi,4,1253.17
CUS005622,Delhi,16,1571.64
CUS005623,Bangalore,12,1822.72
CUS005624,Pune,5,1192.98
CUS005625,Tumkur,8,2032.24
CUS005626,Chennai,7,3378.07
CUS005627,Delhi,7,996.87
CUS005628,Tumkur,7,1240.59
CUS005629,Pune,7,3391.77
CUS005630,Mumbai,5,1476.9
CUS005631,Tumkur,8,1388.24
CUS005632,Delhi,13,3000.81
CUS005633,Chennai,5,1826.35
CUS005634,Mumbai,11,1470.8
CUS005635,Hyderabad,12,2361.09
CUS005636,Chennai,10,433.49
CUS005637,Mumbai,9,1489.9
CUS005638,Tumkur,10,898.8
CUS005639,Bangalore,9,2929.91
CUS005640,Bangalore,6,2005.27
CUS005641,Hyderabad,7,2426.66
CUS005642,Tumkur,7,861.74
CUS005643,Mysore,8,3714.47
CUS005644,Delhi,6,3244.51
CUS005645,Delhi,9,3695.19
CUS005646,Pune,6,1444.64
CUS005647,Tumkur,7,1202.93
CUS005648,Mumbai,9,2339.79
CUS005649,Chennai,8,722.69
CUS005650,Hyderabad,12,2227.92
CUS005651,Tumkur,10,1230.22
CUS005652,Tumkur,5,1602.68
CUS005653,Chennai,12,880.96
CUS005654,Mysore,7,1052.96
CUS005655,Pune,5,1158.62
CUS005656,Delhi,15,2877.25
CUS005657,Chennai,5,1744.27
CUS005658,Delhi,5,2838.71
CUS005659,Delhi,11,1662.09
CUS005660,Hyderabad,10,6531.02
CUS005661,Bangalore,11,1366.43
CUS005662,Pune,9,4221.85
CUS005663,Chennai,7,5973.44
CUS005664,Chennai,3,1590.81
CUS005665,Mumbai,10,1843.17
CUS005666,Pune,7,3493.12
CUS005667,Chennai,3,2061.86
CUS005668,Tumkur,9,1600.56
CUS005669,Bangalore,4,883.04
CUS005670,Pune,5,3649.02
CUS005671,Bangalore,5,2602.79
CUS005672,Bangalore,8,1542.58
CUS005673,Delhi,9,3880.21
CUS005674,Bangalore,8,2658.49
CUS005675,Pune,9,2430.24
CUS005676,Pune,8,4467.63
CUS005677,Delhi,7,1864.16
CUS005678,Mysore,6,1239.26
CUS005679,Delhi,10,3054.84
CUS005680,Delhi,8,2430.29
CUS005681,Chennai,14,3148.76
CUS005682,Mysore,9,1456.35
CUS005683,Bangalore,5,3225.67
CUS005684,Pune,9,942.78
CUS005685,Chennai,9,908.67
CUS005686,Tumkur,10,1921.92
CUS005687,Mumbai,13,1531.84
CUS005688,Hyderabad,13,1382.73
CUS005689,Chennai,9,2446.03
CUS005690,Mysore,9,2064.98
CUS005691,Bangalore,7,969.27
CUS005692,Delhi,14,2085.64
CUS005693,Hyderabad,2,2329.66
CUS005694,Tumkur,4,1198.84
CUS005695,Delhi,10,1694.86
CUS005696,Bangalore,4,683.34
CUS005697,Delhi,7,2828.47
CUS005698,Delhi,3,867.45
CUS005699,Tumkur,1,1318.38
CUS005700,Pune,6,1782.86
CUS005701,Tumkur,7,1217.04
CUS005702,Mumbai,6,1749.9
CUS005703,Delhi,4,1165.39
CUS005704,Bangalore,8,1201.75
CUS005705,Mysore,7,2158.76
CUS005706,Pune,11,4009.41
CUS005707,Mumbai,5,5657.93
CUS005708,Bangalore,11,1246.8
CUS005709,Hyderabad,9,808.52
CUS005710,Pune,9,3875.04
CUS005711,Hyderabad,10,1946.06
CUS005712,Chennai,9,3007.77
CUS005713,Mysore,7,4330.96
CUS005714,Mumbai,6,1726.69
CUS005715,Bangalore,8,3046.09
CUS005716,Mumbai,5,1365.8
CUS005717,Bangalore,11,1956.32
CUS005718,Mysore,6,436.01
CUS005719,Pune,6,2194.88
CUS005720,Mumbai,11,4323.3
CUS005721,Delhi,7,3075.21
CUS005722,Bangalore,11,1247.58
CUS005723,Mumbai,11,1573.81
CUS005724,Mumbai,10,1283.75
CUS005725,Tumkur,7,3010.22
CUS005726,Mysore,12,6997.1
CUS005727,Chennai,7,2565.8
CUS005728,Tumkur,12,860.92
CUS005729,Mumbai,7,1347.27
CUS005730,Chennai,9,2386.39
CUS005731,Mysore,11,3255.36
CUS005732,Delhi,5,1172.55
CUS005733,Chennai,9,785.5
CUS005734,Chennai,10,1942.92
CUS005735,Mumbai,11,1187.09
CUS005736,Mumbai,7,792.76
CUS005737,Hyderabad,11,2061.28
CUS005738,Pune,3,2506.03
CUS005739,Hyderabad,6,1289.59
CUS005740,Bangalore,7,2147.84
CUS005741,Mysore,10,696.6
CUS005742,Mumbai,9,6685.08
CUS005743,Mumbai,11,870.69
CUS005744,Delhi,10,2475.19
CUS005745,Delhi,6,2480.41
CUS005746,Mysore,5,1925.5
CUS005747,Delhi,8,3191.98
CUS005748,Hyderabad,6,934.85
CUS005749,Delhi,8,2309.33
CUS005750,Mumbai,9,1303.17
CUS005751,Mysore,10,3599.71
CUS005752,Chennai,7,1995.36
CUS005753,Delhi,11,1546.13
CUS005754,Mysore,4,1648.07
CUS005755,Mysore,8,1371.14
CUS005756,Pune,7,2298.16
CUS005757,Tumkur,7,1055.7
CUS005758,Hyderabad,7,956.51
CUS005759,Mysore,17,3928.44
CUS005760,Mysore,8,2127.84
CUS005761,Tumkur,10,1440.9
CUS005762,Hyderabad,7,4006.91
CUS005763,Mysore,13,2791.3
CUS005764,Tumkur,9,820.69
CUS005765,Delhi,12,3964.7
CUS005766,Tumkur,9,2033.96
CUS005767,Chennai,9,2032.54
CUS005768,Bangalore,7,1958.73
CUS005769,Hyderabad,12,2542.38
CUS005770,Pune,8,5864.21
CUS005771,Tumkur,14,3642.24
CUS005772,Delhi,12,2170.98
CUS005773,Mumbai,11,4923.69
CUS005774,Pune,6,1633.04
CUS005775,Delhi,7,2474.32
CUS005776,Bangalore,9,1709.21
CUS005777,Hyderabad,6,1495.67
CUS005778,Chennai,7,3281.76
CUS005779,Mysore,6,1466.87
CUS005780,Bangalore,7,1225.4
CUS005781,Chennai,9,2783.19
CUS005782,Mumbai,6,2076.87
CUS005783,Pune,10,705.58
CUS005784,Mumbai,9,615.95
CUS005785,Mumbai,13,2336.73
CUS005786,Delhi,8,936.53
CUS005787,Delhi,6,1511.93
CUS005788,Delhi,10,2699.84
CUS005789,Hyderabad,5,2170.75
CUS005790,Tumkur,7,1878.94
CUS005791,Hyderabad,5,1688.9
CUS005792,Tumkur,5,3056.09
CUS005793,Hyderabad,7,2519.04
CUS005794,Chennai,9,1118.35
CUS005795,Delhi,5,704.83
CUS005796,Mumbai,7,3430.26
CUS005797,Hyderabad,9,1398.95
CUS005798,Bangalore,6,1459.37
CUS005799,Tumkur,8,1716.88
CUS005800,Mumbai,4,1602.88
CUS005801,Hyderabad,15,2480.27
CUS005802,Delhi,7,2989.89
CUS005803,Tumkur,7,902.87
CUS005804,Tumkur,7,2821.13
CUS005805,Hyderabad,4,3010.41
CUS005806,Tumkur,9,3344.56
CUS005807,Tumkur,7,1523.76
CUS005808,Tumkur,10,2387.65
CUS005809,Tumkur,8,1577.44
CUS005810,Chennai,8,2369.49
CUS005811,Mysore,7,6368.25
CUS005812,Bangalore,7,1001.17
CUS005813,Mumbai,6,1177.11
CUS005814,Tumkur,13,2560.81
CUS005815,Delhi,8,8881.42
CUS005816,Hyderabad,7,2236.85
CUS005817,Mumbai,7,1422.75
CUS005818,Tumkur,9,1621.12
CUS005819,Chennai,8,1531.16
CUS005820,Bangalore,2,1460.51
CUS005821,Mumbai,7,2619.02
CUS005822,Mumbai,9,2958.21
CUS005823,Tumkur,7,3848.01
CUS005824,Mumbai,3,2245.66
CUS005825,Delhi,7,1275.33
CUS005826,Tumkur,10,2184.9
CUS005827,Hyderabad,8,2120.56
CUS005828,Mysore,8,2142.67
CUS005829,Bangalore,4,1737.16
CUS005830,Pune,5,1583.08
CUS005831,Delhi,5,938.79
CUS005832,Tumkur,7,899.26
CUS005833,Delhi,6,1926.51
CUS005834,Mumbai,1,1872.21
CUS005835,Tumkur,8,2587.73
CUS005836,Bangalore,5,2868.05
CUS005837,Mumbai,6,2629.48
CUS005838,Hyderabad,10,876.23
CUS005839,Delhi,11,2715.73
CUS005840,Hyderabad,9,1232.31
CUS005841,Tumkur,7,1930.83
CUS005842,Delhi,7,755.4
CUS005843,Mumbai,9,992.35
CUS005844,Mysore,8,1813.09
CUS005845,Delhi,8,2761.28
CUS005846,Bangalore,7,1919.58
CUS005847,Tumkur,7,1714.73
CUS005848,Mysore,9,1161.82
CUS005849,Hyderabad,10,1221.22
CUS005850,Bangalore,12,790.48
CUS005851,Pune,7,1744.25
CUS005852,Chennai,8,1182.13
CUS005853,Delhi,8,627.93
CUS005854,Mumbai,7,1454.7
CUS005855,Mysore,11,1280.05
CUS005856,Mumbai,5,2916.85
CUS005857,Bangalore,6,1888.17
CUS005858,Chennai,4,3178.98
CUS005859,Chennai,8,1961.22
CUS005860,Hyderabad,8,1866.46
CUS005861,Chennai,10,1869.14
CUS005862,Bangalore,6,1183.46
CUS005863,Mysore,9,872.56
CUS005864,Delhi,7,1973.25
CUS005865,Mysore,11,3158.02
CUS005866,Pune,7,1854.62
CUS005867,Chennai,11,2782.42
CUS005868,Delhi,9,1436.78
CUS005869,Mumbai,8,721.8
CUS005870,Bangalore,6,3785.51
CUS005871,Mumbai,8,1476.36
CUS005872,Pune,10,2388.99
CUS005873,Tumkur,7,1282.67
CUS005874,Pune,8,832.71
CUS005875,Mumbai,6,740.08
CUS005876,Pune,4,1161.44
CUS005877,Mumbai,7,3098.32
CUS005878,Bangalore,5,1999.37
CUS005879,Hyderabad,8,3159.04
CUS005880,Mumbai,11,2630.04
CUS005881,Mumbai,11,1127.46
CUS005882,Hyderabad,9,1735.99
CUS005883,Delhi,10,2045.74
CUS005884,Mysore,10,1353.82
CUS005885,Chennai,8,4339.94
CUS005886,Delhi,11,1318.39
CUS005887,Pune,9,1356.63
CUS005888,Delhi,10,852.16
CUS005889,Hyderabad,9,1797.77
CUS005890,Tumkur,7,806.38
CUS005891,Pune,11,1391.01
CUS005892,Pune,7,1858.15
CUS005893,Tumkur,3,2585.95
CUS005894,Mysore,4,3163.13
CUS005895,Tumkur,5,1393.91
CUS005896,Chennai,6,1791.81
CUS005897,Hyderabad,7,1111.7
CUS005898,Delhi,12,4741.58
CUS005899,Mumbai,7,2410.94
CUS005900,Mysore,11,3552.01
CUS005901,Pune,16,3357.1
CUS005902,Mysore,9,2810.28
CUS005903,Bangalore,7,2120.02
CUS005904,Pune,5,2236.83
CUS005905,Hyderabad,11,1015.25
CUS005906,Pune,7,1646.32
CUS005907,Tumkur,7,4005.98
CUS005908,Delhi,6,1776.5
CUS005909,Tumkur,9,996.71
CUS005910,Chennai,11,1193.31
CUS005911,Tumkur,9,891.83
CUS005912,Pune,6,3122.86
CUS005913,Hyderabad,6,1545.02
CUS005914,Delhi,8,2187.49
CUS005915,Bangalore,6,2069.61
CUS005916,Hyderabad,9,1298.07
CUS005917,Hyderabad,7,824.1
CUS005918,Delhi,8,3415.48
CUS005919,Delhi,8,1126.48
CUS005920,Chennai,4,2156.87
CUS005921,Bangalore,11,3375.08
CUS005922,Bangalore,8,3392.52
CUS005923,Tumkur,9,1967.0
CUS005924,Hyderabad,5,3679.27
CUS005925,Hyderabad,7,1500.56
CUS005926,Delhi,8,1976.36
CUS005927,Mysore,10,1021.61
CUS005928,Hyderabad,11,2249.39
CUS005929,Pune,12,3302.2
CUS005930,Tumkur,16,1697.29
CUS005931,Delhi,8,2275.66
CUS005932,Chennai,12,1686.03
CUS005933,Bangalore,10,2967.87
CUS005934,Mysore,4,1240.35
CUS005935,Hyderabad,7,1393.17
CUS005936,Delhi,9,2926.48
CUS005937,Mysore,3,552.6
CUS005938,Mumbai,6,1547.22
CUS005939,Delhi,8,1189.76
CUS005940,Pune,8,1979.69
CUS005941,Hyderabad,5,1765.02
CUS005942,Delhi,10,2823.93
CUS005943,Mysore,5,1458.08
CUS005944,Mumbai,7,1193.48
CUS005945,Bangalore,9,3781.16
CUS005946,Hyderabad,7,1278.23
CUS005947,Tumkur,8,862.91
CUS005948,Bangalore,11,933.97
CUS005949,Tumkur,9,2041.45
CUS005950,Mumbai,7,3197.04
CUS005951,Delhi,4,1258.73
CUS005952,Tumkur,7,591.56
CUS005953,Mumbai,4,3937.1
CUS005954,Tumkur,5,3282.73
CUS005955,Bangalore,9,1057.71
CUS005956,Hyderabad,14,891.11
CUS005957,Mumbai,13,2081.63
CUS005958,Pune,9,2612.88
